,OFCL,DSHP,HURR_STAT_TRANSFO,SHIP,HWRF,FSSE,GFSO,Consensus_wo_HURR,Consensus_HURR_STAT_TRANSFO,TRUTH,HURR_STAT_GRU,Consensus_HURR_STAT_GRU,HURR_STAT_COMP,Consensus_HURR_STAT_COMP,HURR_STAT,Consensus_HURR_STAT,HURR_GRU_ONLY,Consensus_HURR_GRU_ONLY,HURR_TRANSFO_ONLY,Consensus_HURR_TRANSFO_ONLY
0,80.0,78.0,75.4057,78.0,62.0,81.0,57.0,73.666664,74.101425,75.0,77.534706,74.633675,73.80453,73.70113,74.49891,73.874725,79.89999,75.225,58.801544,69.950386
1,85.0,81.0,80.316925,81.0,66.0,83.0,61.0,76.666664,77.57923,85.0,88.8311,79.70778,82.56401,78.14101,85.79908,78.94977,82.51979,78.129944,60.75715,72.689285
2,90.0,92.0,90.36807,92.0,77.0,95.0,75.0,88.0,88.59202,95.0,99.05362,90.763405,91.89473,88.97368,97.39865,90.34966,95.92973,89.98244,61.627373,81.406845
3,95.0,89.0,95.91616,89.0,77.0,92.0,73.0,86.0,88.47904,105.0,101.21451,89.80363,94.7165,88.17912,97.09454,88.773636,100.79054,89.69763,61.0287,79.75717
4,100.0,93.0,95.923904,93.0,81.0,99.0,70.0,91.0,92.23097,120.0,101.48547,93.62137,98.096466,92.77412,91.95003,91.2375,100.54609,93.38652,63.365845,84.09146
5,110.0,104.0,108.75679,104.0,77.0,106.0,71.0,95.666664,98.93919,115.0,110.52333,99.38083,105.35886,98.089714,108.10217,98.77554,109.00384,99.00096,71.05544,89.51386
6,120.0,103.0,112.74883,103.0,89.0,100.0,84.0,97.333336,101.18721,110.0,116.67351,102.16838,106.54666,99.636665,107.29182,99.82295,117.071,102.267746,60.043015,88.01076
7,120.0,120.0,116.717186,120.0,94.0,117.0,95.0,110.333336,111.9293,110.0,115.44549,111.611374,110.326866,110.33172,114.04504,111.26126,114.83552,111.45888,54.482292,96.370575
8,120.0,127.0,113.7721,127.0,96.0,114.0,96.0,112.333336,112.69302,110.0,117.98543,113.74635,116.92991,113.482475,115.85629,113.21407,106.65147,110.912865,60.502007,99.3755
9,100.0,115.0,101.409744,115.0,95.0,99.0,88.0,103.0,102.60243,110.0,100.34032,102.33508,105.39065,103.597664,102.00786,102.75197,97.61151,101.65288,65.982704,93.745674
10,95.0,107.0,98.798386,107.0,86.0,88.0,81.0,93.666664,94.9496,105.0,95.28111,94.07028,96.67267,94.41817,91.179596,93.0449,89.624664,92.656166,64.52255,86.38064
11,90.0,101.0,98.42851,101.0,80.0,86.0,76.0,89.0,91.35713,100.0,97.97711,91.24428,96.496414,90.8741,96.58652,90.89663,100.07164,91.767914,52.686043,79.92151
12,90.0,99.0,95.363014,99.0,78.0,83.0,72.0,86.666664,88.84075,95.0,99.46747,89.86687,91.34758,87.8369,93.92898,88.48225,100.06622,90.016556,60.274517,80.06863
13,85.0,92.0,95.96994,92.0,70.0,79.0,74.0,80.333336,84.242485,90.0,96.18204,84.29551,90.7076,82.9269,95.215,84.05375,99.1848,85.0462,61.775124,75.69378
14,80.0,82.0,87.05596,82.0,69.0,72.0,68.0,74.333336,77.51399,85.0,85.66722,77.16681,84.18289,76.79572,86.60967,77.40242,82.97046,76.492615,66.85477,72.46369
15,75.0,75.0,79.26675,75.0,69.0,69.0,71.0,71.0,73.06669,75.0,77.79027,72.69757,80.78364,73.44591,79.77253,73.19313,77.05962,72.51491,65.71026,69.67757
16,65.0,71.0,73.63017,71.0,63.0,66.0,70.0,66.666664,68.40755,70.0,73.1503,68.287575,68.909645,67.22741,73.53038,68.3826,70.34462,67.58615,66.666725,66.66668
17,60.0,66.0,72.074265,66.0,62.0,60.0,65.0,62.666668,65.01857,60.0,67.19126,63.797813,63.136616,62.784153,67.77576,63.94394,66.191765,63.547943,66.133026,63.533257
18,55.0,58.0,64.83673,58.0,58.0,54.0,62.0,56.666668,58.709183,55.0,62.52127,58.130318,58.398792,57.099697,61.15143,57.787857,60.67189,57.667973,62.065266,58.016315
19,45.0,48.0,47.847767,48.0,50.0,45.0,55.0,47.666668,47.71194,45.0,48.09279,47.773197,42.157608,46.289402,43.704872,46.676216,49.09892,48.02473,50.45009,48.362522
20,45.0,44.0,42.932934,44.0,44.0,40.0,52.0,42.666668,42.733234,35.0,39.348198,41.83705,45.593685,43.398422,43.377785,42.844444,43.264816,42.816204,41.289143,42.322285
21,40.0,34.0,34.020496,34.0,40.0,34.0,38.0,36.0,35.505123,30.0,33.62148,35.40537,31.794533,34.94863,32.120934,35.030235,36.02228,36.00557,36.487373,36.12184
22,35.0,27.0,32.318916,27.0,31.0,31.0,32.0,29.666666,30.32973,30.0,34.522636,30.88066,31.551546,30.137886,33.15398,30.538494,33.77298,30.693245,37.84963,31.712406
23,30.0,17.0,28.849213,17.0,29.0,26.0,26.0,24.0,25.212303,30.0,27.324322,24.831081,27.131304,24.782825,27.189499,24.797375,27.105274,24.776318,34.76806,26.692015
24,70.0,62.0,53.68713,62.0,60.0,64.0,38.0,62.0,59.921783,60.0,54.712486,60.178123,52.73448,59.68362,52.89477,59.723694,54.411728,60.102932,51.13638,59.284096
25,75.0,79.0,51.201828,79.0,71.0,82.0,53.0,77.333336,70.80046,65.0,51.275677,70.81892,49.61996,70.40499,48.40046,70.10011,50.105038,70.52626,46.7508,69.6877
26,75.0,78.0,59.756763,78.0,70.0,80.0,64.0,76.0,71.93919,70.0,59.385593,71.8464,61.755127,72.43878,56.370102,71.09253,58.56714,71.641785,50.24905,69.56226
27,70.0,62.0,55.387096,62.0,67.0,73.0,65.0,67.333336,64.34677,75.0,52.051105,63.512775,53.795673,63.948917,52.37443,63.59361,53.888344,63.972084,48.791683,62.69792
28,80.0,83.0,86.97091,83.0,81.0,84.0,70.0,82.666664,83.74273,80.0,78.6803,81.670074,74.105705,80.52643,82.85663,82.71416,76.2977,81.074425,63.165287,77.79132
29,90.0,93.0,87.83919,93.0,77.0,90.0,77.0,86.666664,86.95979,85.0,81.5948,85.3987,80.267525,85.06688,79.881836,84.97046,85.62892,86.40723,60.618923,80.15473
30,90.0,89.0,84.51459,89.0,67.0,83.0,62.0,79.666664,80.87865,85.0,79.255295,79.56383,87.22783,81.55696,85.0759,81.018974,84.42409,80.85602,61.19948,75.049866
31,90.0,86.0,91.62839,86.0,65.0,83.0,58.0,78.0,81.4071,85.0,88.03344,80.50836,92.495804,81.62395,88.19073,80.54768,87.0177,80.254425,63.51449,74.378624
32,85.0,88.0,94.6187,88.0,61.0,79.0,61.0,76.0,80.65468,80.0,88.796326,79.19908,95.65983,80.914955,92.29758,80.074394,90.151535,79.53789,54.28556,70.57139
33,80.0,81.0,93.93646,81.0,60.0,73.0,61.0,71.333336,76.984116,70.0,93.06322,76.76581,97.788246,77.94706,95.591064,77.397766,99.40303,78.35075,59.34247,68.33562
34,75.0,84.0,83.97684,84.0,56.0,75.0,61.0,71.666664,74.74421,65.0,85.44099,75.110245,84.81079,74.9527,81.47064,74.11766,90.32357,76.330894,57.511665,68.127914
35,70.0,76.0,79.85019,76.0,57.0,68.0,61.0,67.0,70.21255,60.0,81.29675,70.57419,82.664635,70.91616,79.06419,70.01605,84.90694,71.47673,61.170647,65.54266
36,60.0,64.0,70.97802,64.0,54.0,59.0,56.0,59.0,61.994507,55.0,64.90257,60.475643,67.64074,61.160187,61.1874,59.546852,66.869705,60.967426,58.043552,58.760887
37,55.0,51.0,51.332596,51.0,49.0,50.0,52.0,50.0,50.33315,50.0,46.709206,49.1773,43.42626,48.356567,41.10694,47.776733,48.96368,49.74092,56.670666,51.667667
38,50.0,48.0,40.475716,48.0,43.0,49.0,48.0,46.666668,45.118927,45.0,44.605194,46.1513,41.75322,45.438305,38.254387,44.5636,43.55703,45.88926,50.950233,47.737556
39,50.0,48.0,39.185806,48.0,46.0,51.0,48.0,48.333332,46.04645,45.0,40.960808,46.490204,34.659958,44.91499,35.067013,45.016754,41.365543,46.591385,45.491898,47.622974
40,40.0,41.0,35.50263,41.0,41.0,44.0,47.0,42.0,40.375656,45.0,37.399963,40.84999,32.027542,39.506886,33.280266,39.82007,38.375263,41.093815,43.98882,42.497204
41,30.0,26.0,35.690403,26.0,41.0,33.0,44.0,33.333332,33.9226,45.0,34.313175,33.578293,33.58126,33.395317,31.850214,32.962555,33.09665,33.274162,41.932526,35.48313
42,30.0,30.0,32.59658,30.0,43.0,31.0,42.0,34.666668,34.149147,45.0,30.38633,33.59658,32.08673,34.021683,31.121164,33.780293,30.654846,33.66371,37.576077,35.39402
43,30.0,33.0,37.918716,33.0,41.0,36.0,40.0,36.666668,36.97968,40.0,36.62674,36.656685,38.772385,37.193096,36.995117,36.74878,36.551903,36.637978,39.26195,37.315487
44,30.0,34.0,36.158905,34.0,37.0,43.0,38.0,38.0,37.539726,35.0,36.42756,37.606888,39.809578,38.452393,38.89453,38.223633,34.19544,37.04886,40.75142,38.687855
45,35.0,34.0,42.238823,34.0,31.0,35.0,34.0,33.333332,35.559708,35.0,38.434097,34.608524,36.912464,34.228115,37.772316,34.443077,39.059917,34.76498,46.277855,36.569466
46,35.0,33.0,43.484005,33.0,34.0,38.0,34.0,35.0,37.121002,35.0,36.403835,35.35096,36.704422,35.426105,35.35103,35.087757,39.752182,36.188046,46.561676,37.89042
47,30.0,25.0,33.546936,25.0,34.0,33.0,34.0,30.666666,31.386734,35.0,28.976048,30.24401,32.411674,31.102919,31.191023,30.797756,29.850363,30.462591,44.670677,34.16767
48,30.0,20.0,27.268282,20.0,34.0,31.0,34.0,28.333334,28.06707,35.0,28.677221,28.419306,29.404634,28.601158,28.611238,28.40281,27.723276,28.180819,37.134556,30.533638
49,80.0,75.0,69.60458,75.0,89.0,80.0,64.0,81.333336,78.401146,70.0,73.52436,79.38109,76.182396,80.0456,76.50854,80.12714,73.673904,79.41847,66.74294,77.68574
50,85.0,80.0,78.88022,80.0,77.0,87.0,63.0,81.333336,80.720055,75.0,87.699875,82.92497,80.56481,81.141205,81.87691,81.46922,84.61726,82.15431,71.735214,78.93381
51,90.0,85.0,84.4754,85.0,84.0,91.0,69.0,86.666664,86.11885,80.0,85.32923,86.332306,86.72424,86.68106,87.79057,86.94765,85.51429,86.37857,72.29195,83.07298
52,80.0,83.0,70.67253,83.0,67.0,86.0,67.0,78.666664,76.66814,85.0,75.46392,77.86598,75.867355,77.96684,78.19698,78.54925,75.66962,77.917404,71.140755,76.78519
53,80.0,75.0,67.91769,75.0,74.0,79.0,66.0,76.0,73.97942,90.0,70.74545,74.68636,73.80899,75.45225,75.36437,75.841095,70.33728,74.58432,70.91579,74.72894
54,85.0,83.0,80.94332,83.0,85.0,84.0,71.0,84.0,83.23583,90.0,82.5027,83.62567,77.252846,82.31321,81.489914,83.37248,84.634186,84.15855,81.8059,83.45148
55,85.0,87.0,94.19019,87.0,76.0,86.0,71.0,83.0,85.79755,90.0,85.43966,83.60992,82.55383,82.88846,86.60901,83.90225,87.744934,84.18623,79.91475,82.22868
56,80.0,81.0,85.696075,81.0,66.0,78.0,64.0,75.0,77.67402,95.0,90.39258,78.848145,93.386185,79.59654,91.43715,79.10928,95.37546,80.093864,82.84292,76.96073
57,80.0,84.0,89.167145,84.0,70.0,78.0,63.0,77.333336,80.29179,100.0,86.20154,79.550385,91.33179,80.83295,88.539276,80.13482,88.23581,80.05895,82.62254,78.65564
58,80.0,83.0,87.94397,83.0,71.0,77.0,64.0,77.0,79.73599,105.0,77.314186,77.078545,78.22649,77.306625,76.82272,76.95568,81.81222,78.20306,81.73932,78.18483
59,80.0,85.0,83.54976,85.0,70.0,78.0,68.0,77.666664,79.137436,100.0,78.06847,77.76712,76.915565,77.47889,73.17445,76.54361,76.75595,77.43899,81.28438,78.57109
60,75.0,78.0,91.791855,78.0,71.0,77.0,66.0,75.333336,79.44797,95.0,89.52294,78.88074,88.08081,78.5202,85.60023,77.900055,89.692276,78.923065,83.35772,77.33943
61,75.0,74.0,91.68857,74.0,71.0,75.0,57.0,73.333336,77.92214,90.0,92.5874,78.14685,88.835846,77.20896,90.05981,77.51495,93.25873,78.31468,81.29587,75.32397
62,80.0,80.0,92.64207,80.0,69.0,78.0,58.0,75.666664,79.910515,85.0,96.86192,80.965485,96.24547,80.81137,94.695465,80.42387,102.72952,82.43238,84.521706,77.880424
63,75.0,77.0,85.425224,77.0,65.0,70.0,58.0,70.666664,74.35631,80.0,78.779785,72.69495,88.103455,75.02586,81.47743,73.369354,76.8461,72.211525,78.82888,72.70722
64,65.0,67.0,76.54867,67.0,59.0,67.0,54.0,64.333336,67.38717,75.0,71.18318,66.04579,75.466286,67.11657,75.08418,67.02104,74.83937,66.95984,69.14742,65.53686
65,65.0,63.0,77.535355,63.0,57.0,61.0,53.0,60.333332,64.633835,70.0,71.22201,63.055504,72.17367,63.29342,68.94246,62.485615,73.615005,63.65375,71.192276,63.04807
66,60.0,59.0,71.198364,59.0,58.0,59.0,54.0,58.666668,61.79959,65.0,67.534805,60.8837,65.04327,60.26082,60.568783,59.142197,70.56231,61.64058,70.54357,61.635895
67,60.0,61.0,66.386154,61.0,50.0,58.0,55.0,56.333332,58.84654,65.0,65.14415,58.536037,61.39077,57.597694,58.200615,56.800156,71.253815,60.063454,61.935593,57.7339
68,55.0,60.0,57.90682,60.0,51.0,58.0,56.0,56.333332,56.726704,60.0,63.335117,58.08378,59.871536,57.217884,55.283264,56.070816,62.89533,57.97383,59.500866,57.125217
69,50.0,45.0,46.002476,45.0,49.0,49.0,55.0,47.666668,47.250618,60.0,50.783997,48.446,51.278515,48.56963,50.01691,48.254227,48.356064,47.839016,51.0121,48.503025
70,55.0,46.0,44.183258,46.0,48.0,53.0,51.0,49.0,47.795815,55.0,46.604073,48.401016,46.13391,48.283478,44.250473,47.81262,46.14293,48.285732,51.612995,49.653248
71,55.0,55.0,46.08938,55.0,44.0,53.0,50.0,50.666668,49.522346,55.0,50.588615,50.647156,48.407154,50.101788,48.12436,50.03109,52.139423,51.034855,52.81392,51.20348
72,55.0,53.0,41.1273,53.0,45.0,54.0,48.0,50.666668,48.281826,55.0,42.66523,48.666306,43.215355,48.80384,40.58972,48.14743,40.51567,48.128918,48.69852,50.17463
73,50.0,45.0,45.438354,45.0,43.0,51.0,47.0,46.333332,46.10959,50.0,46.78116,46.44529,47.48985,46.622463,43.809166,45.702293,43.434563,45.608643,50.19979,47.29995
74,45.0,39.0,41.1233,39.0,43.0,47.0,46.0,43.0,42.530823,50.0,37.57405,41.643513,44.453156,43.36329,42.01701,42.754253,37.29229,41.573074,49.157543,44.539387
75,50.0,42.0,44.96508,42.0,43.0,50.0,43.0,45.0,44.991272,50.0,42.0593,44.264824,46.04884,45.26221,45.588158,45.14704,43.240685,44.560173,47.472057,45.618015
76,50.0,48.0,47.525684,48.0,49.0,55.0,47.0,50.666668,49.88142,55.0,43.12218,48.780544,47.36992,49.84248,48.54794,50.136986,45.897438,49.474358,47.615368,49.903843
77,50.0,41.0,38.4442,41.0,50.0,52.0,48.0,47.666668,45.36105,55.0,35.736435,44.68411,39.619774,45.654945,39.920143,45.730034,36.568024,44.892006,42.32467,46.33117
78,45.0,37.0,40.04249,37.0,49.0,46.0,52.0,44.0,43.01062,55.0,41.928364,43.48209,41.24756,43.31189,43.39527,43.848816,39.074284,42.76857,46.775143,44.693787
79,45.0,40.0,42.693348,40.0,51.0,48.0,50.0,46.333332,45.423336,55.0,42.4646,45.36615,44.187515,45.79688,44.72664,45.93166,41.055298,45.013824,45.49225,46.123062
80,55.0,56.0,57.14187,56.0,52.0,60.0,47.0,56.0,56.28547,55.0,49.00289,54.250725,55.362373,55.84059,54.995262,55.748817,53.103725,55.275932,50.246338,54.561584
81,55.0,49.0,52.93573,49.0,49.0,56.0,45.0,51.333332,51.733932,50.0,44.700237,49.67506,56.425472,52.60637,53.633568,51.908394,48.521973,50.630493,50.811337,51.202835
82,55.0,47.0,50.755604,47.0,46.0,54.0,47.0,49.0,49.4389,50.0,47.813198,48.7033,53.213375,50.053345,51.72454,49.681137,43.928497,47.732124,49.000122,49.00003
83,55.0,53.0,49.524853,53.0,49.0,54.0,44.0,52.0,51.381214,50.0,47.653873,50.913467,53.1089,52.277225,50.862473,51.71562,48.531887,51.132973,48.942787,51.235695
84,55.0,49.0,48.004795,49.0,39.0,54.0,39.0,47.333332,47.501198,50.0,45.65976,46.91494,49.23517,47.808792,50.531796,48.13295,46.241802,47.06045,47.99916,47.49979
85,45.0,40.0,37.672585,40.0,46.0,48.0,38.0,44.666668,42.918144,45.0,39.829655,43.457413,41.97794,43.994484,40.994446,43.74861,38.933853,43.233463,38.761772,43.190445
86,45.0,41.0,39.727654,41.0,51.0,48.0,45.0,46.666668,44.931915,40.0,42.967884,45.74197,43.358246,45.83956,42.366966,45.591743,43.272404,45.8181,39.386963,44.84674
87,45.0,42.0,40.078346,47.0,53.0,48.0,48.0,47.666668,45.769585,35.0,42.321354,46.330338,43.35798,46.589493,42.11999,46.28,41.311035,46.07776,38.127525,45.281883
88,45.0,42.0,40.1249,46.0,42.0,45.0,32.0,43.0,42.281227,30.0,40.44963,42.362408,42.536938,42.884235,44.31256,43.32814,39.222683,42.05567,39.07057,42.017643
89,40.0,37.0,33.25228,37.0,40.0,39.0,33.0,38.666668,37.313072,30.0,35.3628,37.8407,34.557846,37.63946,33.32703,37.331757,33.84246,37.460617,35.303093,37.825775
90,35.0,33.0,27.611797,32.0,35.0,37.0,30.0,35.0,33.15295,30.0,31.898277,34.22457,29.059164,33.51479,27.759562,33.18989,29.582884,33.64572,34.6145,34.903625
91,35.0,35.0,25.698015,35.0,32.0,37.0,26.0,34.666668,32.424503,30.0,26.399282,32.59982,25.958096,32.489525,26.684015,32.671005,24.464396,32.1161,33.58255,34.395638
92,35.0,32.0,26.28286,32.0,31.0,37.0,27.0,33.333332,31.570715,24.999998,27.451097,31.862774,26.801031,31.700258,27.36014,31.840034,24.108582,31.027145,34.18377,33.545944
93,30.0,34.0,26.121756,34.0,35.0,36.0,25.0,35.0,32.780437,24.999998,26.580753,32.895187,26.680372,32.920094,29.024246,33.50606,22.930262,31.982565,33.522343,34.630585
94,30.0,36.0,25.799438,36.0,26.0,34.0,20.0,32.0,30.44986,24.999998,26.561604,30.6404,27.196516,30.79913,27.68985,30.922462,24.178179,30.044544,35.51642,32.879105
95,30.0,33.0,25.262194,33.0,30.0,33.0,21.0,32.0,30.315548,20.0,27.067495,30.766874,26.866259,30.716564,28.060265,31.015066,23.080036,29.770008,35.339977,32.834995
96,65.0,57.0,59.42122,57.0,63.0,65.0,63.0,61.666668,61.105305,60.0,57.10658,60.526646,53.32325,59.58081,50.724167,58.93104,57.132378,60.533096,51.322353,59.08059
97,65.0,61.0,66.78246,61.0,62.0,70.0,64.0,64.333336,64.94562,60.0,69.22033,65.555084,60.495625,63.373905,58.563618,62.890903,73.094284,66.523575,54.547173,61.886795
98,70.0,71.0,68.169,71.0,67.0,72.0,56.0,70.0,69.54225,55.0,77.36843,71.84211,66.75902,69.18976,64.76863,68.692154,79.93444,72.48361,55.886772,66.471695
99,75.0,74.0,74.575775,74.0,66.0,75.0,66.0,71.666664,72.39394,55.0,81.71061,74.17765,73.44156,72.11039,73.15349,72.038376,83.40379,74.60095,54.056793,67.2642
100,70.0,69.0,64.55299,69.0,59.0,73.0,55.0,67.0,66.388245,55.0,69.199684,67.54992,68.045296,67.26132,63.225487,66.05637,67.053696,67.01343,54.842396,63.960598
101,70.0,67.0,65.48215,67.0,71.0,70.0,63.0,69.333336,68.37054,55.0,65.056595,68.264145,59.6763,66.919075,57.25934,66.314835,63.696762,67.924194,55.35027,65.83757
102,70.0,65.0,49.397865,65.0,75.0,73.0,55.0,71.0,65.599464,60.0,46.693726,64.92343,44.906933,64.47673,42.242847,63.81071,45.358715,64.589676,49.529346,65.63234
103,70.0,64.0,52.766655,64.0,80.0,72.0,56.0,72.0,67.191666,60.0,50.003265,66.50082,44.971485,65.242874,45.248646,65.312164,47.031578,65.7579,50.559376,66.63985
104,65.0,55.0,51.334602,55.0,54.0,64.0,53.0,57.666668,56.08365,60.0,53.77266,56.693165,48.477047,55.369263,47.53653,55.134132,51.525204,56.1313,46.375435,54.843857
105,65.0,51.0,52.748177,51.0,55.0,59.0,55.0,55.0,54.437042,60.0,54.0996,54.774902,49.361767,53.590443,48.66659,53.41665,55.27657,55.06914,48.800125,53.45003
106,60.0,52.0,56.124084,52.0,52.0,59.0,50.0,54.333332,54.78102,60.0,64.68838,56.922096,60.57578,55.893944,59.327316,55.58183,65.12117,57.030293,53.23721,54.059303
107,50.0,51.0,53.031097,51.0,47.0,55.0,52.0,51.0,51.507774,55.0,60.175903,53.293976,60.10512,53.27628,58.060867,52.765217,60.24945,53.312363,46.43123,49.857807
108,60.0,56.0,51.89247,56.0,47.0,56.0,50.0,53.0,52.723118,55.0,57.37466,54.093666,59.16124,54.54031,53.971397,53.24285,56.42622,53.856556,48.1844,51.7961
109,55.0,51.0,53.36546,51.0,48.0,57.0,48.0,52.0,52.341366,55.0,55.570324,52.892582,56.52145,53.130363,54.151558,52.537888,49.590168,51.39754,46.95334,50.738335
110,50.0,48.0,52.839256,48.0,47.0,52.0,52.0,49.0,49.959816,50.0,55.29209,50.57302,54.20478,50.301193,52.7457,49.936424,51.24175,49.560436,49.975124,49.243782
111,50.0,49.0,40.042355,49.0,42.0,48.0,48.0,46.333332,44.76059,45.0,42.630257,45.407562,47.291187,46.572796,45.14326,46.035816,40.69921,44.924805,43.995014,45.748753
112,40.0,42.0,43.82516,42.0,41.0,42.0,43.0,41.666668,42.20629,40.0,42.648865,41.912216,48.229954,43.307487,46.644646,42.911163,43.41725,42.104313,42.186573,41.796642
113,35.0,32.0,46.02755,32.0,39.0,37.0,38.0,36.0,38.50689,35.0,43.66843,37.917107,48.781593,39.195396,48.88446,39.221115,41.35729,37.33932,44.49338,38.123344
114,35.0,31.0,34.504517,31.0,34.0,36.0,34.0,33.666668,33.87613,35.0,34.326126,33.83153,39.083458,35.020866,36.653656,34.413414,33.64411,33.661026,41.28615,35.571537
115,30.0,24.0,30.886362,24.0,31.0,31.0,31.0,28.666666,29.22159,30.0,32.00893,29.502232,33.540035,29.88501,31.154316,29.288578,30.81898,29.204744,40.918777,31.729694
116,25.0,22.0,27.739607,22.0,28.0,27.0,29.0,25.666666,26.184902,30.0,27.475557,26.118889,26.931068,25.982767,27.317934,26.079483,28.549305,26.387325,41.46725,29.616814
117,25.0,20.0,26.587557,20.0,29.0,25.0,29.0,24.666666,25.146889,30.0,26.554228,25.138557,27.509045,25.377262,26.094301,25.023575,26.730417,25.182604,37.807163,27.95179
118,70.0,65.0,62.810467,65.0,48.0,72.0,53.0,61.666668,61.952618,70.0,64.3984,62.3496,60.29907,61.324768,57.11907,60.529766,64.47734,62.369335,68.540115,63.38503
119,70.0,64.0,56.80867,64.0,64.0,71.0,48.0,66.333336,63.952168,75.0,65.7384,66.1846,51.582607,62.645653,49.80368,62.20092,63.60777,65.65194,61.85208,65.21302
120,75.0,69.0,73.33915,69.0,91.0,79.0,58.0,79.666664,78.084785,90.0,77.84031,79.210075,68.99704,76.99926,73.707504,78.17688,81.03415,80.00854,70.32732,77.33183
121,80.0,75.0,80.87282,75.0,52.0,82.0,50.0,69.666664,72.4682,105.0,83.343925,73.08598,79.56984,72.142456,81.69849,72.67462,86.70091,73.92523,69.16344,69.54086
122,75.0,76.0,85.82041,76.0,61.0,76.0,59.0,71.0,74.7051,115.0,90.91011,75.97752,86.39214,74.84804,84.19348,74.29837,95.58472,77.14618,70.02517,70.756294
123,75.0,81.0,91.87985,81.0,60.0,75.0,54.0,72.0,76.96996,110.0,92.08223,77.02055,89.009926,76.25248,90.746956,76.68674,91.5138,76.87845,75.97887,72.99472
124,90.0,88.0,102.6827,88.0,75.0,83.0,47.0,82.0,87.17068,100.0,107.63959,88.4099,104.10132,87.52533,104.2643,87.56607,105.553375,87.88834,83.65958,82.414894
125,95.0,97.0,109.21059,97.0,77.0,90.0,50.0,88.0,93.30264,85.0,104.16205,92.04051,102.86933,91.71733,106.949974,92.737495,105.01961,92.2549,62.137558,81.53439
126,90.0,91.0,105.44995,91.0,80.0,83.0,47.0,84.666664,89.86249,75.0,99.99104,88.49776,101.794685,88.94867,99.24852,88.31213,103.51149,89.37787,67.91388,80.47847
127,80.0,78.0,81.97064,78.0,77.0,68.0,41.0,74.333336,76.24266,65.0,75.8517,74.71292,86.356926,77.33923,81.48773,76.12193,72.75729,73.93932,58.223278,70.30582
128,65.0,60.0,69.7034,60.0,47.0,57.0,39.0,54.666668,58.42585,55.0,58.649708,55.662426,70.94343,58.735855,65.47717,57.369293,62.879112,56.71978,63.427094,56.856773
129,55.0,53.0,46.641533,53.0,45.0,48.0,38.0,48.666668,48.160385,45.0,48.982983,48.745747,51.196705,49.299175,45.0971,47.774277,54.229134,50.05728,50.306828,49.076706
130,45.0,40.0,43.880363,40.0,42.0,36.0,42.0,39.333332,40.470093,35.0,44.469383,40.617348,40.13289,39.533222,38.53456,39.13364,50.54513,42.136284,43.76837,40.442093
131,40.0,38.0,38.24443,38.0,36.0,41.0,39.0,38.333332,38.311108,30.0,38.571327,38.39283,29.873478,36.21837,32.58461,36.896152,41.587578,39.146896,44.083458,39.770866
132,30.0,35.0,32.4252,35.0,35.0,34.0,37.0,34.666668,34.1063,30.0,33.36518,34.341293,28.687368,33.17184,29.415846,33.353962,34.857056,34.714264,39.90651,35.976627
133,30.0,24.0,30.308126,24.0,30.0,29.0,29.0,27.666666,28.327032,30.0,27.076414,27.519104,27.330227,27.582558,26.664848,27.416212,29.509388,28.127346,33.97856,29.24464
134,25.0,17.0,25.78417,17.0,29.0,25.0,26.0,23.666666,24.196043,24.999998,25.559168,24.139791,25.525942,24.131485,26.15163,24.287907,25.364063,24.091015,32.124332,25.781082
135,60.0,60.0,53.41532,60.0,47.0,58.0,52.0,55.0,54.60383,55.0,46.85641,52.964104,53.23976,54.55994,53.9453,54.736324,46.888256,52.972065,49.20899,53.552246
136,55.0,56.0,56.77153,56.0,41.0,61.0,48.0,52.666668,53.692883,55.0,61.32651,54.831627,58.185474,54.046368,57.38241,53.845604,60.60096,54.650238,50.647102,52.161774
137,65.0,66.0,62.354095,66.0,41.0,63.0,51.0,56.666668,58.088524,55.0,64.47454,58.618637,63.647274,58.41182,64.829796,58.70745,67.585045,59.396263,52.908894,55.727222
138,65.0,64.0,56.486553,64.0,56.0,61.0,55.0,60.333332,59.37164,55.0,60.261574,60.31539,63.48439,61.121098,60.091057,60.272766,60.575962,60.39399,52.94679,58.4867
139,60.0,58.0,54.631374,58.0,53.0,58.0,53.0,56.333332,55.907845,55.0,56.804688,56.45117,58.14229,56.785572,57.28838,56.572094,55.430775,56.107693,51.316795,55.0792
140,55.0,56.0,54.084557,56.0,56.0,58.0,48.0,56.666668,56.02114,60.0,56.350998,56.58775,54.597206,56.1493,54.44284,56.11071,54.338764,56.08469,53.676353,55.91909
141,55.0,58.0,54.07224,58.0,54.0,55.0,62.0,55.666668,55.26806,60.0,56.125748,55.781437,52.99182,54.997955,53.043262,55.010815,54.556736,55.389183,49.703712,54.175926
142,55.0,58.0,55.82606,58.0,57.0,55.0,58.0,56.666668,56.456516,55.0,56.342567,56.58564,51.75533,55.43883,52.722248,55.68056,55.05709,56.264275,49.19905,54.799763
143,55.0,56.0,54.293446,56.0,48.0,58.0,57.0,54.0,54.07336,50.0,56.589382,54.647346,47.937176,52.484295,49.369537,52.842384,54.884247,54.22106,49.16831,52.792076
144,60.0,65.0,58.18766,65.0,50.0,60.0,55.0,58.333332,58.296913,45.0,68.11241,60.778103,60.347958,58.83699,63.34168,59.58542,65.01022,60.002556,56.18919,57.7973
